hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
868,Esplanade Inn,Hotel,0,0,0,0,3,Standard,,,Doctor on Call,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",,22.5600686,88.3524678,"Dharmatala, Kolkata, West Bengal - 700013",Others,Kolkata,West Bengal,5943,1
869,Four Points By Sheraton,Hotel,4,100,6,4.7,160,Superior City View King Room,,Room Service |Mirror|Daily Room Cleaning|Dustbins|Sufficient Lighting,Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Smoking Area |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Taxi Services|Board Room|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Voicemail|Party hall|Spa Services Onsite - Free|Air / Rail Booking|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Stamps and Mailing Facility|Suites|X-Ray Machine at Entrance,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for all adults to carry a valid photo id /Address proof .For Indian Resident : Drivers Licence, Voters ID, Aadhar Card or Passport (PAN Card not accepted).Foreign Nationals and Non Resident Indians : Passport / Visa (Mandatory) .  Summer Offer for all on line bookings. Free late checkout till 2 pm subject to availability only. Get free UPG from Standard City Facing to Standard Taj Facing room, subject to availability at check-in. 25% discount on SPA. 15% discounts on Food and Beverage including IRD, Mini Bar and Laundry",Mugal Bazar|Fatehabad Road|Agra Airport|U P Handicraft Bazar|Taj Mahal|AMIT JAGGI MEMORIAL HOSPITAL|Dr Upadhyay Hospital|TDI Mall,27.158832,78.0541112,"C-1-C-2,Taj Nagari,Phase 1 Fatehabad Road",Fatehabad Road,Agra,Uttar Pradesh,10610,9
870,Express 66,Hotel,3,87,8,4.3,16,Super Deluxe Room,,Room Service |Air Conditioning |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|TV|Attached Bathroom,Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Power Backup|Room Service (24 Hours),Room Service|Internet Access,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Central Delhi|Ajmeri Gate|Tis Hazari Court|Paharganj|Old Delhi Railway Station|Chandni Chowk|Raj Ghat|Shivaji Stadium|Dr Ambedkar Stadium|Karnail Singh Stadium|Agrasen Boali,28.64859856,77.22890329,"thapar chamber deshbandhu gupta road , opposite mcdonald",Paharganj,Delhi,Delhi,2271,28
871,Dsouzas Holiday Homes,Guest House,0,0,0,0,16,Deluxe Room,,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|TV|Mirror|Luggage Rack|Attached Bathroom|Daily Room Cleaning|Disabled Friendly Bathrooms|Do-Not-Disturb Notice|Dustbins|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sufficient Lighting|Western Toilet Seat",Doctor on Call|24 Hour Front Desk|Parking Facility|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Like the policy for : We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,North Goa|Sinquerim Beach|Candolim Beach|Fort Aguada|Candolim Area,15.5070949,73.7701584,"D'souza's Holiday Homes House No 141, Fort Aguada Road, Candolim, Goa - 403515.",Candolim Area,Goa,Goa,7031,13
872,Diamond Resort &amp; Club,Resort,1,0,0,0,60,AC Room,,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Shower Facility Available|Newspapers|Reading Lamps| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Makeup / Shaving Mirror|Wardrobe|HD / LCD Satellite TV |Split A.C's|TV|Luggage Rack|Attached Bathroom","Swimming Pool|Banquet Facilities|Billiards|Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Smoking Rooms|Pool Table|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",Room Service|Gym/Spa|Swimming Pool|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check Inn. 2. Couple Guests with Local ID's are not allowed to check inn. 3. Cancellation and prepayment policies vary according to room type.,Others|Chaudhary Charan Singh International Airport,26.6837916,80.9813983,"Mohanlal ganj, raibarelly road near SGPGI",Others,Lucknow,Uttar Pradesh,7674,29
873,Falcons nest,Hotel,3,76,13,3.9,7,Senite Room A/C,10 X 12 Sq.ft.,Room Service |Air Conditioning |Telephone|Newspapers| Hot / Cold Running Water|Housekeeping,24 Hour Front Desk|Room Service (24 Hours)|Parking Facility,Room Service,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Bhimavaram,15.7869239,80.2096269,"172/5, Undi Road,Behind Coastal City Center, Bhimavaram, Andhra Pradesh 534202",Bhimavaram,Bhimavaram,Andhra Pradesh,11231,29
874,FENN HALL,Homestay,0,0,0,0,3,AC DOUBLE ROOM,,Room Service |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Toiletries|Mirror|Attached Bathroom,Parking Facilities Available|Kitchen available (home cook food on request)|Internet Access,Internet Access,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Kottayam Station|Sreenivasa Iyer Road|Marmala,9.5929402,76.5197298,"Chunangattu, Near Children's Park,Opposite Collectorate",Sreenivasa Iyer Road,Kottayam,Kerala,7851,3
875,Flowers Guest House,Guest House,0,85,35,3.8,5,AC Double Room,,Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker| Hot / Cold Running Water|TV|Mini Refrigerator|Attached Bathroom,Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Gardens| Bike on Rent|Village Visit ( Chargeable )|Car Rental|Taxi Services|Outdoor Parking - Secured|Parking Facility|Room Service|CCTV|Full Time Operation for All 7 Days,Room Service|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Calangute Bus Stand|Calangute Area|North Goa,15.540995,73.7843966,"Off Calagute Road, Nigwaddo, Saligao,Bardez",Calangute Area,Goa,Goa,3530,19
876,Foothill Homestay,Homestay,0,0,0,0,2,Standard Room,,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Mineral Water| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)",Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Gardens,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Hospura|Manikyadhara Falls,13.315258,75.7754018,"Hospura, Hirekolale Post,",Hospura,Chikmagalur,Karnataka,7394,11
877,Divine-A Boutique Hotel,Hotel,2,50,4,4.4,15,Deluxe Room,,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror|Attached Bathroom,Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Taxi Services|Parking Facility,,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas/New Years eve or other festive periods. Which needs to be paid directly at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented at the Time of C/in.,Jaipur International Airport|Johari Bazar|J L N Marg|Jantar Mantar|City Palace|Metropolitan Mall|Ambagarh Fort|Hawa Mahal,26.9018355,75.8271951,"149,Bhag Singh Circle,Adarsh Nagar,Near Raja Park",J L N Marg,Jaipur,Rajasthan,11639,11
878,Fantasy Villas,Resort,0,0,0,0,10,Villas,,Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Telephone|Housekeeping|Desk in Room|TV|Mirror|Dustbins,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Doorman|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Parking Facility,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Others|Lonavala Railway Station|Bhairavnath Temple|Kumar Resort water park|Triose Mall|Narayanidham Mandir|Center Point|Bus Stand|Tungarli Lake|Lonavla Lake,18.7546171,73.4062342,"Jambhulne,Next to Happy Home Society,Sahara Amby Valley Road,",Others,Lonavala,Maharashtra,12790,24
879,G REST Hotel and Resort,Hotel,0,0,0,0,8,AC Deluxe Room,,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Telephone|Breakfast Available (surcharge)|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|TV|Mirror|Dressing Area|Luggage Rack|Attached Bathroom|Closet,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Bani,26.6550536,80.7998796,"Kanpur Lucknow Rd, Bani, Uttar Pradesh 226401",Bani,Lucknow,Uttar Pradesh,3485,9
880,FabHotel Tahira Ashwem Beachfront,Hotel,3,69,55,3.5,40,TAHIRA BEACH CHALET,15 X 15 Sq.ft.,"Room Service |Air Conditioning |Ceiling Fan|Telephone|Reading Lamps|Mineral Water| Hot / Cold Running Water|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Shaving Kit /Dental Kit|HD / LCD Satellite TV |Sofa Table / Extra Seats |Soundproof Windows|TV|Mirror|Luggage Rack|Complete Bedding|Daily Room Cleaning|Extra Toilteries on Demand|Rooms with Attached Bathrooms",Bar / Lounge |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Smoking Rooms|Fire Place Available |Veg / Non Veg Kitchens Separate |Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Speciality Restaurant,Room Service|Internet Access|Restaurant,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly NO CHECK OUTS ON 31/12/2015	 no pets allowed",Mandrem Beach|Other North Goa Beaches|North Goa,15.64883232,73.71673584,"Ashvem Beach Rd, Ashvem Wada Pernem, Mandrem, Goa 403527",Other North Goa Beaches,Goa,Goa,10492,7
881,Dream Holiday Bungalow,Bungalow,0,100,1,2.6,2,2BHK AC Room rates for 6Pax,,Room Service |Air Conditioning |Ceiling Fan|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|TV|Attached Bathroom,Airport Transfer Available / Surcharge|Doctor on Call|Parking Facilities Available|Suitable For Children|Grocery|Extra Person / Child - Share the same room|Car Rental,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The rates are for 6 people. after that extra charge will applicable.,Tungarli Lake Area|Lonavala Railway Station|Kumar Resort water park|Triose Mall|Narayanidham Mandir|Center Point|Bus Stand|Tungarli Lake|Lonavla Lake,18.7616768,73.4047608,"Near Dream Holidays, Tungarli",Tungarli Lake Area,Lonavala,Maharashtra,5145,11
882,FabHotel Shivajinagar,Hotel,3,100,13,4.1,40,Deluxe Room,10 X 14 Sq.ft.,,"Ballroom|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Conference Facility |Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Express Laundry|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD",Room Service|Internet Access|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.,Airport|Deccan Gymkhana|Shivajinagar Railway Station|Sinhagad Fort|Fergusson College|Bhimashankar|Pashan Lake|Saras Baug Temple|Rajiv Gandhi Snake Park|Vishrambaugh Wada|Prabhat Cinema|Shivaji Nagar|Rahul Cinema|Film and Television Institute of India|Parvati Hill|Pune Airport,18.52307531,73.84906655,"Gandharv Residency, 1291,1292, Off J.M.Road, Behind Gandharv Restaurant, Shivajinagar, Pune",Shivaji Nagar,Pune,Maharashtra,5218,2
883,Dhola-Ri-Dhani,Resort,3,50,6,2.5,93,Deluxe Room,,Room Service |Air Conditioning |Basic Bathroom Amenities|Attached Bathroom,Front Desk|Room Service (24 Hours)|Parking Facility,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Kompally,15.9128998,79.7399875,"Kompally village,medchal Road, Kompally,",Kompally,Secunderabad,Andhra Pradesh,9189,11
884,Dolma Cottage,Cottage,0,0,0,0,2,Family Room,,Breakfast Available (surcharge)|Newspapers|Shower Caps Available|Mineral Water,Doctor on Call|Parking Facilities Available|Front Desk|Room Service|Public Restrooms,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,Bomdila,27.2644943,92.4159308,"Hotel dolma,Old market",Bomdila,Bomdila,Arunachal Pradesh,11291,5
885,Ekaant The Retreat,Hotel,0,85,14,4.4,20,Deluxe Rooms,,Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Catering|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Electronic / Magnetic Keys|Picnic Area|Wheelchair Accessibility - Room|Massage Services |Clubhouse|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda| Bike on Rent|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Taxi Services|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Internet Access",Room Service|Internet Access|Gym/Spa|Restaurant,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Dasve,18.3959325,73.5078034,"Ekaant The Retreat, Lavasa Corporation Limited (An HCC Group Company) At  Post: Dasve Lavasa, Taluka: Mulshi, Pune - 412 112.",Dasve,Lavasa,Maharashtra,10062,14
886,"Dumber Cottage, Sangla",Homestay,0,0,0,0,3,Standard room,,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Mirror,Doctor on Call|Power Backup|Wake-up Call / Service|Parking Facility|Room Service,Room Service,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Kalpa &amp; Rakcham Sangla,31.4254859,78.2649956,"Prop. Sh. Jagjeet Singh, Village and P.O. Sangla, Tehsil Sangla, District Kinnaur,Sangla, Batseri village, Chitkul 25 km.",kalpa &amp; Rakcham sangla,Kinnaur,Himachal Pradesh,12094,20
887,ECO Lodge,Hotel,2,73,30,4.5,8,Double Room single occupancy,,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Housekeeping|Safe - In - Room |Pay Movies|Attached Bathroom,Parking Facilities Available|24 Hour Front Desk|Newspapers In Lobby,,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly There will be season hike for Oct/Nov/Dec Rs.1000 per room per night, will be payable directly at the hotel at the time of Check In. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. The primary guest must be at least 18 years of age to be able to check-in the hotel. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in.",Ernakulam Junction|Bolgatty Palace|Ernakulam,9.984424785,76.27617681,"40/4969 - A, Basin Road",Ernakulam,Cochin,Kerala,8737,13
888,Flora Homes,Homestay,1,75,8,3.2,22,Ac Double Beds,,,Business Center |Internet Access - Surcharge|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Conference Facility |Cell Phone Rental|Transfers Available|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service|Trekking|CCTV,Room Service|Internet Access|Free Internet,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Only two guest shall be allowed in the bed room. If required, 1 extra mattress for additional guest.This policy is negotiable when the guest checks in.",Abbey Falls|Madikeri Fort|Mercara Downs Golf Club|Madikeri|Gaddige|Omkareshwara temple|Madikeri Bus stand,12.42743943,75.74007807,"Near Vivus Hospital,Daswal Road, Madikeri (Mercara)",Madikeri,Coorg,Karnataka,2946,4
889,Elevate Residency,Hotel,3,81,100,3.8,26,Deluxe room,14 X 14 Sq.ft.,"Room Service |Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Breakfast Available (surcharge)|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Sofa Cum Bed Available|Slippers|Premium Amenities / Toiletries|Moisturiser|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Mirror|Utensils (on request)|Dressing Area|Attached Bathroom",Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Conference Facility |Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,Room Service,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.  The hotel reserves the right of admission for local residents.,Golf Course Road|Teri Golf Course|Amity International School|Alchemist Hospital|Centrum Plaza,28.4391541,77.1047548,"29-30 Saraswati Kunj - Sector 54, Golf Course Road , Gurgoan  (Next to Vatika Towers)",Golf Course Road,Gurgaon,Haryana,8524,14
890,Dewa Goa Apartments,Resort,3,85,7,3.9,10,1 BHK Apartment,,Air Conditioning |Balcony / Terrace|Cable / Satellite / Pay TV available|Internet Connection In Room|Attached Bathroom,Bar / Lounge |Laundry Service Available|Multi Cuisine Restaurant | Bike on Rent|Taxi Services,Restaurant,The standard check-in time is 01:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per Govt.'s norms it is mandatory to carry Photo ID proof at the time of check in.,South Goa|Bogmalo Beach Area|BITS Pilani K K Birla Goa Campus|Dabolim Railway Station,15.38857788,73.84987724,"Above lokmanya Bank, opp Super market, Alto Dabolim Vasco Goa 403801",Bogmalo Beach Area,Goa,Goa,2912,20
